,ID,Year,GHG,Type,Province,District,Treatment_Group
6040,G10466,2015,36896.18919,Particle Board and Fibreboard Mills,Ontario,Sault Ste Marie,0
6041,G10467,2015,86315.54932,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Oakville,0
6042,G10469,2015,391200.8025,Fossil-Fuel Electric Power Generation,Ontario,Brampton,0
6043,G10470,2015,114429.131,Waste treatment and disposal,British Columbia,Burnaby,0
6044,G10471,2015,178833.0305,Waste Treatment and Disposal,Ontario,St. Thomas,0
6045,G10472,2015,89704.5721,Other Basic Organic Chemical Manufacturing,Ontario,Prescott,0
6046,G10475,2015,91463.58581,Petroleum refineries,Alberta,Lloydminster,1
6047,G10476,2015,53360.90194,Conventional oil and gas extraction,Alberta,Rainbow Lake,1
6048,G10478,2015,67639.52205,Other Basic Organic Chemical Manufacturing,Ontario,Aylmer,0
6049,G10479,2015,90254.19494,Artificial and synthetic fibres and filaments manufacturing,Ontario,Kingston,0
6050,G10481,2015,58021.19875,Paper (except newsprint) mills,Ontario,Toronto,0
6051,G10482,2015,143651.9087,Other Basic Organic Chemical Manufacturing,Ontario,Port Colborne,0
6052,G10484,2015,69258.89131,Conventional Oil and Gas Extraction,Alberta,Rimbey,1
6053,G10486,2015,63758.835,Conventional Oil and Gas Extraction,Alberta,Drayton Valley,1
6054,G10488,2015,53695.876,Paper (except newsprint) mills,Quebec,Gatineau,0
6055,G10489,2015,56326.56523,Paperboard Mills,New Brunswick,Utopia,0
6056,G10490,2015,74286.179,Sugar manufacturing,Quebec,Montréal,0
6057,G10491,2015,78158.86954,Sugar manufacturing,Alberta,Taber,1
6058,G10492,2015,50.120209,Other Electric Power Generation,Quebec,Lachute,0
6059,G10495,2015,79052.32359,Mechanical Pulp Mills,Saskatchewan,Meadow Lake,0
6060,G10496,2015,942585.3055,Non-conventional oil extraction,Alberta,Regional Municipality of Wood Buffalo,1
6061,G10497,2015,55926.7701,Mechanical Pulp Mills,Alberta,Whitecourt,1
6062,G10499,2015,58319.06152,Conventional Oil and Gas Extraction,Alberta,Sylvan Lake,1
6063,G10500,2015,69567.75965,Chemical pulp mills,Nova Scotia,New Glasgow,0
6064,G10501,2015,49162.64509,Resin and Synthetic Rubber Manufacturing,Ontario,Mooretown,0
6065,G10514,2015,56235.83631,Fossil-Fuel Electric Power Generation,Northwest Territories,Yellowknife,0
6066,G10527,2015,75440.029,Glass Manufacturing,Quebec,Montreal,0
6067,G10528,2015,1005.729976,Bituminous Coal Mining,British Columbia,Tumbler Ridge,0
6068,G10529,2015,73469.16242,Conventional oil and gas extraction,Alberta,Buck Lake,1
6069,G10531,2015,109480.0125,Conventional Oil and Gas Extraction,Alberta,Edson,1
6070,G10533,2015,123307.3919,Potash mining,Saskatchewan,Allan,0
6071,G10535,2015,51426.741,Paper (except Newsprint) Mills,Quebec,Crabtree,0
6072,G10536,2015,78361.86654,Conventional Oil and Gas Extraction,Alberta,Medicine Hat,1
6073,G10537,2015,58261.843,Sugar Manufacturing,Ontario,Toronto,0
6074,G10538,2015,237950.333,Waste Treatment and Disposal,Quebec,Lachute,0
6075,G10539,2015,4590.120044,Waste Treatment and Disposal,Ontario,Cambridge,0
6076,G10540,2015,55281.70879,Waste treatment and disposal,Ontario,Waterloo,0
6077,G10541,2015,1602.880049,Gold and Silver Ore Mining,Quebec,Desmaraisville,0
6078,G10542,2015,373.466005,Gold and Silver Ore Mining,Quebec,Desmaraisville,0
6079,G10544,2015,83846.72401,Waste Treatment and Disposal,Quebec,Cowansville,0
6080,G10545,2015,30186.81111,Universities,Quebec,Montreal,0
6081,G10546,2015,4105.534128,Universities,Quebec,Sainte-Anne-de-Bellevue,0
6082,G10548,2015,45954.76764,Natural Gas Distribution,Quebec,Montréal,0
6083,G10549,2015,51624.37392,Non-Conventional Oil Extraction,Saskatchewan,Unity,0
6084,G10551,2015,56863.50242,Conventional oil and gas extraction,British Columbia,Peace River District,0
6085,G10552,2015,51199.26649,Conventional oil and gas extraction,British Columbia,Fort St. John,0
6086,G10554,2015,368985.3549,Fossil-Fuel Electric Power Generation,Ontario,Corunna,0
6087,G10555,2015,49960.70172,Conventional oil and gas extraction,Alberta,Simonette,1
6088,G10557,2015,4991293.85,Non-Conventional Oil Extraction,Alberta,Ft. McMurray,1
6089,G10558,2015,8679650.039,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
6090,G10559,2015,162548.2671,Other basic organic chemical manufacturing,Ontario,Mooretown,0
6091,G10560,2015,49029.44083,Conventional oil and gas extraction,Alberta,Edson,1
6092,G10561,2015,65554.54909,Conventional oil and gas extraction,Alberta,Edson,1
6093,G10562,2015,73879.43296,All other miscellaneous manufacturing,Saskatchewan,Belle Plaine,0
6094,G10563,2015,52328.1459,Sawmills (except Shingle and Shake Mills),Alberta,High Level,1
6095,G10564,2015,67527.24284,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Cambridge,0
6096,G10565,2015,600198.7371,Natural gas distribution,Ontario,Chatham,0
6097,G10566,2015,195498.0969,Universities,Alberta,Edmonton,1
6098,G10567,2015,27641.9,Universities,Ontario,Windsor,0
6099,G10568,2015,46422.37861,Conventional oil and gas extraction,British Columbia,Fort St John,0
6100,G10569,2015,84046.928,Nickel-Copper Ore Mining,Manitoba,Thompson,0
6101,G10570,2015,87604.60814,Nickel-copper ore mining,Newfoundland and Labrador,Happy Valley-Goose Bay,0
6102,G10571,2015,79968.49168,Sewage Treatment Facilities,Quebec,Montréal,0
6103,G10573,2015,52871.984,Waste treatment and disposal,British Columbia,Cache Creek,0
6104,G10575,2015,53993.90798,Mechanical Pulp Mills,British Columbia,Quesnel,0
6105,G10576,2015,30304.8504,Particle Board and Fibreboard Mills,Alberta,Blue Ridge,1
6106,G10577,2015,7298.331711,Other Electric Power Generation,Alberta,Whitecourt,1
6107,G10578,2015,55786.80803,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Quebec,Montréal-Est,0
6108,G10579,2015,99435.81647,Non-Ferrous Foundries (except Die-Casting),Quebec,Rouyn-Noranda,0
6109,G10581,2015,2101.925013,Office furniture (except wood) manufacturing,Ontario,North York,0
6110,G10582,2015,78565.14993,Waste Treatment and Disposal,Quebec,Québec,0
6111,G10584,2015,122290.0897,Diamond Mining,Northwest Territories,Snap Lake,0
6112,G10585,2015,369608.8793,Polystyrene foam product manufacturing,Quebec,Varennes,0
6113,G10586,2015,52719.89932,Oilseed processing,Alberta,Lloydminster,1
6114,G10587,2015,187192.19,Gold and Silver Ore Mining,Nunavut,Baker Lake,0
6115,G10588,2015,11383.1202,Waferboard Mills,Alberta,Grande Prairie,1
6116,G10591,2015,92454.87285,Waste treatment and disposal,Alberta,Ryley,1
6117,G10593,2015,25550.96757,Frozen food manufacturing,Ontario,Etobicoke,0
6118,G10599,2015,82498.0115,Steam and air-conditioning supply,British Columbia,Vancouver,0
6119,G10600,2015,1926.01309,Sewage treatment facilities,Ontario,Sault Ste. Marie,0
6120,G10602,2015,75112.491,Waste treatment and disposal,Ontario,Corunna,0
6121,G10604,2015,279371.9433,Non-Conventional Oil Extraction,Alberta,Calgary,1
6122,G10605,2015,895.664595,"Wood office furniture, including custom architectural woodwork, manufacturing",Ontario,Markham,0
6123,G10606,2015,70271.62154,Conventional oil and gas extraction,Alberta,Alberta,1
6124,G10607,2015,41588.49922,Fossil-fuel electric power generation,Alberta,Crossfield,1
6125,G10609,2015,4892.752767,Office furniture (except wood) manufacturing,Ontario,Downsview,0
6126,G10613,2015,21411.2977,All other metal ore mining,British Columbia,Likely,0
6127,G10614,2015,87909.41752,Iron and Steel Mills and Ferro-Alloy Manufacturing,Ontario,L'Orignal,0
6128,G10615,2015,38229.65004,Conventional Oil and Gas Extraction,British Columbia,Pink Mountain,0
6129,G10618,2015,49258.6928,Non-Ferrous Foundries (except Die-Casting),Quebec,Sainte-Catherine,0
6130,G10619,2015,1199553.66,Non-conventional oil extraction,Alberta,Regional Municipality of Wood Buffalo,1
6131,G10620,2015,96981.3584,Potash Mining,Saskatchewan,Esterhazy,0
6132,G10621,2015,51376.4983,Paperboard Mills,Ontario,Scarborough,0
6133,G10622,2015,234464.2605,Fossil-fuel electric power generation,Ontario,Thorold,0
6134,G10626,2015,82942.68033,Potash Mining,Saskatchewan,Rocanville,0
6135,G10631,2015,43551.362,Other Federal Government Public Administration,Ontario,Ottawa,0
6136,G10632,2015,74319.50073,Waste treatment and disposal,Ontario,Welland,0
6137,G10633,2015,57668.05666,Waste Treatment and Disposal,Quebec,Ste-Cécile-de-Milton,0
6138,G10634,2015,53612.92844,Pharmaceutical and Medicine Manufacturing,Ontario,Toronto,0
6139,G10635,2015,154982.9937,Fossil-fuel electric power generation,Saskatchewan,Rural Municipality of Oakdale,0
6140,G10636,2015,758.045067,Sewage treatment facilities,Ontario,Sault Ste. Marie,0
6141,G10638,2015,66001.08542,Conventional oil and gas extraction,British Columbia,Peace River Regional District,0
6142,G10639,2015,481965.3865,Non-conventional oil extraction,Alberta,Alberta,1
6143,G10640,2015,15309.8375,Paper (except Newsprint) Mills,Quebec,Drummondville,0
6144,G10641,2015,55547.5823,Chemical Pulp Mills,British Columbia,Skookumchuck,0
6145,G10644,2015,52643.61698,Universities,Ontario,London,0
6146,G10646,2015,585060.4666,Fossil-Fuel Electric Power Generation,Ontario,Halton Hills,0
6147,G10648,2015,92287.30003,Universities,Ontario,Toronto,0
6148,G10649,2015,52501.00098,Waste Treatment and Disposal,Quebec,Magog,0
6149,G10651,2015,14972.24362,Waferboard Mills,Alberta,Edson,1
6150,G10652,2015,52869.81869,Universities,Ontario,Toronto,0
6151,G10653,2015,108996.2128,Chemical Pulp Mills,British Columbia,Castlegar,0
6152,G10657,2015,161513.771,Iron and Steel Mills and Ferro-Alloy Manufacturing,Quebec,Bécancour,0
6153,G10658,2015,85205.947,Potash mining,Saskatchewan,Lanigan,0
6154,G10660,2015,157598.1185,Conventional oil and gas extraction,British Columbia,Fort St. John,0
6155,G10661,2015,89709.1202,Conventional Oil and Gas Extraction,Alberta,Alberta,1
6156,G10662,2015,81497.09839,Waste treatment and disposal,Ontario,Brampton,0
6157,G10663,2015,38171.312,Paperboard Mills,Ontario,Scarborough,0
6158,G10664,2015,60968.18,Clay Building Material and Refractory Manufacturing,Ontario,Brampton,0
6159,G10668,2015,70346.57083,Fossil-fuel electric power generation,Alberta,Sexsmith,1
6160,G10669,2015,151772.4868,Gold and Silver Ore Mining,Quebec,Malartic,0
6161,G10670,2015,5215.955434,Other electric power generation,Alberta,Westlock,1
6162,G10671,2015,587524.745,Non-Conventional Oil Extraction,Alberta,Conklin,1
6163,G10675,2015,77912.17317,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
6164,G10676,2015,50504.50972,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
6165,G10677,2015,2927.38,Community Colleges and C.E.G.E.P.s,Ontario,London,0
6166,G10679,2015,107598.8931,Copper-Zinc Ore Mining,British Columbia,McLeese Lake,0
6167,G10683,2015,26526.974,Other basic organic chemical manufacturing,Ontario,Havelock,0
6168,G10684,2015,42417.83998,Paperboard Mills,Quebec,Montréal,0
6169,G10686,2015,350263.9791,Other Basic Organic Chemical Manufacturing,Alberta,Medicine Hat,1
6170,G10690,2015,60361.14288,Fossil-fuel electric power generation,Saskatchewan,Rural Municipality of Spy Hill,0
6171,G10691,2015,5258.80115,Newsprint mills,Quebec,Sherbrooke,0
6172,G10693,2015,62472.56049,Conventional Oil and Gas Extraction,Alberta,Edson,1
6173,G10697,2015,86182.04258,All other non-metallic mineral product manufacturing,Ontario,Milton,0
6174,G10699,2015,16377.37,Sawmills (except Shingle and Shake Mills),Quebec,La Sarre,0
6175,G10700,2015,571.468009,Other Electric Power Generation,Alberta,Drayton Valley,1
6176,G10703,2015,409.19899,Office Furniture (except Wood) Manufacturing,Ontario,Concord,0
6177,G10706,2015,1726.711963,Office Furniture (except Wood) Manufacturing,Ontario,Concord,0
6178,G10709,2015,18748.02815,Waste Treatment and Disposal,Alberta,Calgary,1
6179,G10710,2015,58591.55411,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Alliston,0
6180,G10711,2015,288633.749,Non-conventional oil extraction,Saskatchewan,Waseca,0
6181,G10712,2015,103268.7634,Conventional oil and gas extraction,British Columbia,Sundown,0
6182,G10713,2015,50831.41231,Conventional oil and gas extraction,British Columbia,Tupper,0
6183,G10714,2015,80042.3441,Conventional oil and gas extraction,Alberta,Greenview No. 16,1
6184,G10715,2015,63013.7096,Potash mining,Saskatchewan,Saskatoon,0
6185,G10716,2015,66210.66157,Potash mining,Saskatchewan,Saskatoon,0
6186,G10718,2015,2583.60187,Office furniture (except wood) manufacturing,Ontario,Weston,0
6187,G10719,2015,135145.7477,All Other Waste Management Services,Quebec,Saint-Étienne-des-Grès,0
6188,G10720,2015,49292.2838,All Other Waste Management Services,Quebec,Champlain,0
6189,G10721,2015,172439.8062,Fossil-Fuel Electric Power Generation,Saskatchewan,North Battleford,0
6190,G10722,2015,5553.379074,Iron Ore Mining,Quebec,Fermont,0
6191,G10723,2015,81531.29437,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
6192,G10724,2015,715.687262,Institutional furniture manufacturing,Ontario,Toronto,0
6193,G10725,2015,64529.4073,Conventional oil and gas extraction,British Columbia,Fort St. John,0
6194,G10727,2015,71907.82125,Universities,Alberta,Calgary,1
6195,G10728,2015,46130.98401,Universities,Saskatchewan,Saskatoon,0
6196,G10730,2015,131233.063,Waste Treatment and Disposal,Quebec,St-Thomas,0
6197,G10735,2015,16176.70104,Non-Conventional Oil Extraction,Alberta,Ft McMurray,1
6198,G10741,2015,21179.25179,Conventional oil and gas extraction,British Columbia,British Columbia,0
6199,G10744,2015,576547.4011,Non-Conventional Oil Extraction,Alberta,Lac La Biche,1
6200,G10745,2015,57202.18745,Paperboard mills,Quebec,Kingsey Falls,0
6201,G10746,2015,55684.76293,Waste treatment and disposal,Alberta,Calgary,1
6202,G10747,2015,130038.0057,Conventional oil and gas extraction,Nova Scotia,Nova Scotia,0
6203,G10749,2015,116822.8591,Non-conventional oil extraction,Saskatchewan,Paradise Hill,0
6204,G10750,2015,2335181.876,Non-conventional oil extraction,Alberta,Fort McKay,1
6205,G10751,2015,25005.98005,Other electric power generation,Quebec,Sherbrooke,0
6206,G10753,2015,773834.4141,Fossil-fuel electric power generation,Saskatchewan,RM of North Battleford,0
6207,G10754,2015,6575.36988,Copper-Zinc Ore Mining,Quebec,lebel-sur-quevillon,0
6208,G10757,2015,73987.64264,Waste Treatment and Disposal,Quebec,Chicoutimi,0
6209,G10758,2015,118831.8375,Conventional Oil and Gas Extraction,British Columbia,BESSBOROUGH,0
6210,G10759,2015,541385.8555,Conventional Oil and Gas Extraction,British Columbia,Cabin Lake,0
6211,G10762,2015,74073.9746,Waste Treatment and Disposal,Ontario,Watford,0
6212,G10763,2015,58471.12723,Conventional Oil and Gas Extraction,British Columbia,Taylor,0
6213,G10765,2015,179649.5587,Gold and silver ore mining,Ontario,Cochrane,0
6214,G10770,2015,77840.60635,Conventional oil and gas extraction,British Columbia,British Columbia,0
6215,G10771,2015,23754.28498,Conventional oil and gas extraction,Alberta,Fox Creek,1
6216,G10772,2015,25224.70987,Conventional Oil and Gas Extraction,Alberta,Calgary,1
6217,G10773,2015,25601.84817,Conventional oil and gas extraction,Alberta,Calgary,1
6218,G10774,2015,88355.70597,Conventional Oil and Gas Extraction,Alberta,Pouce Coupe,1
6219,G10777,2015,47303.90968,Conventional Oil and Gas Extraction,Saskatchewan,Saskatchewan,0
6220,G10778,2015,572655.3574,Non-conventional oil extraction,Alberta,Conklin,1
6221,G10779,2015,1300379.315,Fossil-Fuel Electric Power Generation,Alberta,Calgary,1
6222,G10780,2015,104428.9615,Non-Conventional Oil Extraction,Saskatchewan,Sandall,0
6223,G10782,2015,41990.20136,Forging,Quebec,St-Joseph-de-Sorel,0
6224,G10783,2015,51858.149,Potash mining,Saskatchewan,Colonsay,0
6225,G10784,2015,53307.2359,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
6226,G10785,2015,18078.30905,Copper-Zinc Ore Mining,British Columbia,Campbell River,0
6227,G10787,2015,233569.0919,Conventional Oil and Gas Extraction,Alberta,Fox Creek,1
6228,G10788,2015,66307.8127,Conventional Oil and Gas Extraction,Alberta,Redwater,1
6229,G10789,2015,90288.72336,Conventional Oil and Gas Extraction,Alberta,Greenview No. 16,1
6230,G10790,2015,53477.46877,Conventional Oil and Gas Extraction,Alberta,Edson,1
6231,G10791,2015,99245.1956,Primary Production of Alumina and Aluminum,Quebec,Jonquière,0
6232,G10792,2015,77717.83703,Conventional Oil and Gas Extraction,British Columbia,Fort St. John,0
6233,G10795,2015,63275.66808,Conventional oil and gas extraction,Alberta,Yellowhead County,1
6234,G10796,2015,71662.30357,Conventional oil and gas extraction,British Columbia,Dawson Creek,0
6235,G10798,2015,74402.66183,Conventional Oil and Gas Extraction,Alberta,Grande Cache,1
6236,G10799,2015,71813.97949,Conventional Oil and Gas Extraction,Alberta,Hinton,1
6237,G10802,2015,108965.7219,Conventional Oil and Gas Extraction,Alberta,Alberta,1
6238,G10804,2015,174345.0032,Non-conventional oil extraction,Alberta,Fort McMurray,1
6239,G10805,2015,57975.81103,Waste treatment and disposal,Ontario,Courtice,0
6240,G10806,2015,77084.76938,Conventional Oil and Gas Extraction,Alberta,Alberta,1
6241,G10807,2015,59857.69649,Conventional Oil and Gas Extraction,Alberta,Fort Saskatchewan,1
6242,G10808,2015,39901.08847,Universities,Ontario,Guelph,0
6243,G10809,2015,288473.8328,Animal (except Poultry) Slaughtering,Alberta,Brooks,1
6244,G10810,2015,50313.08,Non-ferrous metal (except aluminum) smelting and refining,Newfoundland and Labrador,Long Harbour,0
6245,G10811,2015,62791.9409,Conventional Oil and Gas Extraction,Alberta,Edson,1
6246,G10812,2015,146197.6519,Non-conventional oil extraction,Saskatchewan,Paynton,0
6247,G10813,2015,1421551.283,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
6248,G10814,2015,59118.10372,Conventional Oil and Gas Extraction,Alberta,Sundance,1
6249,G10815,2015,612686.1989,Non-conventional oil extraction,Alberta,Fort McKay,1
6250,G10816,2015,85798.43044,Fossil-Fuel Electric Power Generation,Alberta,Peace River,1
6251,G10817,2015,261703.1259,Non-Conventional Oil Extraction,Alberta,Lindbergh,1
6252,G10818,2015,61292.94021,Conventional Oil and Gas Extraction,Alberta,Alberta,1
6253,G10820,2015,57014.17,Potash Mining,New Brunswick,Penobsquis,0
6254,G10821,2015,53516.02782,Waste Treatment and Disposal,Ontario,St. Catharines,0
6255,G10822,2015,52908.79195,Waste Treatment and Disposal,Ontario,Sault Ste. Marie,0
6256,G10823,2015,53961.42692,Industrial Gas Manufacturing,Quebec,Bécancour,0
6257,G10825,2015,66178.54916,Conventional Oil and Gas Extraction,Alberta,Grande Cache,1
6258,G10826,2015,21591.0,All Other Waste Management Services,Saskatchewan,Regina,0
6259,G10828,2015,61525.67122,Newsprint mills,Alberta,Whitecourt,1
6260,G10830,2015,13953.0,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Ontario,Chatham,0
6261,G10843,2015,73210.67,Oilseed processing,Saskatchewan,Clavet,0
6262,G10847,2015,157388.2437,Particle Board and Fibreboard Mills,Quebec,Lac-Mégantic,0
6263,G10877,2015,11878.80022,Fossil-fuel electric power generation,Yukon,Watson Lake,0
6264,G11079,2015,74063.67421,Animal (except poultry) slaughtering,Alberta,High River,1
6265,G11161,2015,52635.0027,General (except paediatric) hospitals,Alberta,Calgary,1
6266,G11382,2015,80414.84,Nickel-copper ore mining,Quebec,Montréal,0
6267,G11449,2015,63222.35,Waste treatment and disposal,Ontario,Niagara Falls,0
6268,G11730,2015,527993.326,Primary production of alumina and aluminum,Quebec,Jonquière,0
6269,G11820,2015,16092.0,All other non-metallic mineral product manufacturing,Quebec,Windsor,0
6270,G11828,2015,76983.506,Waste treatment and disposal,Quebec,Montréal,0
6271,G10001,2014,84376.29,Mechanical Pulp Mills,Quebec,Alma,0
6272,G10002,2014,188376.7842,Iron and Steel Mills and Ferro-Alloy Manufacturing,Quebec,Contrecoeur,0
6273,G10003,2014,232184.0249,Pipeline transportation of natural gas,Alberta,Airdrie,1
6274,G10004,2014,313364.2113,Fossil-fuel electric power generation,Ontario,Bath,0
6275,G10006,2014,1172712.713,Chemical Fertilizer (except Potash) Manufacturing,Alberta,Sturgeon County,1
6276,G10007,2014,311440.9908,Other Basic Organic Chemical Manufacturing,Alberta,Edmonton,1
6277,G10008,2014,569417.4374,Pipeline transportation of natural gas,Alberta,Calgary,1
6278,G10009,2014,124187.2774,Chemical Pulp Mills,Alberta,County of Athabasca,1
6279,G10010,2014,585482.3804,Primary Production of Alumina and Aluminum,British Columbia,Kitimat,0
6280,G10011,2014,2757149.159,Iron and Steel Mills and Ferro-Alloy Manufacturing,Ontario,Sault Ste. Marie,0
6281,G10012,2014,1153176.991,Primary Production of Alumina and Aluminum,Quebec,Sept-Îles,0
6282,G10013,2014,499170.8829,Primary Production of Alumina and Aluminum,Quebec,Baie-Comeau,0
6283,G10014,2014,800921.7904,Primary production of alumina and aluminum,Quebec,Bécancour,0
6284,G10015,2014,206253.0806,Pipeline Transportation of Natural Gas,Alberta,Edmonton,1
6285,G10018,2014,4327631.512,Fossil-Fuel Electric Power Generation,Alberta,Forestburg,1
6286,G10020,2014,717861.1117,Fossil-Fuel Electric Power Generation,New Brunswick,Saint John,0
6287,G10021,2014,486965.398,Lime Manufacturing,Quebec,Bedford,0
6288,G10022,2014,2847071.5,Fossil-Fuel Electric Power Generation,New Brunswick,Belledune,0
6289,G10024,2014,4994430.299,Fossil-Fuel Electric Power Generation,Saskatchewan,Estevan,0
6290,G10025,2014,223254.39,Chemical Pulp Mills,Ontario,Thunder Bay,0
6291,G10026,2014,381030.0,Waste Treatment and Disposal,Manitoba,Winnipeg,0
6292,G10027,2014,76798.32631,Automobile and light-duty motor vehicle manufacturing,Ontario,Brampton,0
6293,G10028,2014,72404.113,Fossil-Fuel Electric Power Generation,Manitoba,Brandon,0
6294,G10029,2014,150599.6041,Conventional oil and gas extraction,Alberta,Drayton Valley,1
6295,G10030,2014,101227.295,Conventional oil and gas extraction,Alberta,Drayton Valley,1
6296,G10031,2014,97084.27603,Fossil-fuel electric power generation,Ontario,Windsor,0
6297,G10032,2014,17125.2121,Waste Treatment and Disposal,Ontario,Pickering,0
6298,G10033,2014,183204.64,Cement manufacturing,Nova Scotia,Brookfield,0
6299,G10035,2014,187947.9,Non-ferrous metal (except aluminum) smelting and refining,New Brunswick,Belledune,0
6300,G10036,2014,490587.6523,Petroleum refineries,British Columbia,Burnaby,0
6301,G10037,2014,28024.4813,Fossil-Fuel Electric Power Generation,British Columbia,Port Moody,0
6302,G10038,2014,602996.6045,Pipeline transportation of natural gas,Saskatchewan,Burstall,0
6303,G10039,2014,214969.3499,All Other Basic Inorganic Chemical Manufacturing,Ontario,Sarnia,0
6304,G10040,2014,402407.1972,Fossil-fuel electric power generation,Alberta,Calgary,1
6305,G10041,2014,51826.98296,Fossil-Fuel Electric Power Generation,British Columbia,Campbell River,0
6306,G10043,2014,135188.957,Lime Manufacturing,Ontario,Blind River,0
6307,G10044,2014,1566234.221,Chemical Fertilizer (except Potash) Manufacturing,Alberta,Medicine Hat,1
6308,G10045,2014,158734.3923,All other basic inorganic chemical manufacturing,Alberta,Medicine Hat,1
6309,G10046,2014,2704313.824,Pipeline transportation of natural gas,Alberta,Fairview,1
6310,G10047,2014,421916.8671,Fossil-Fuel Electric Power Generation,Ontario,Cardinal,0
6311,G10048,2014,111814.0023,Chemical Pulp Mills,British Columbia,Quesnel,0
6312,G10050,2014,404532.2048,Lime manufacturing,Ontario,Dundas,0
6313,G10051,2014,458586.6397,Lime manufacturing,Ontario,Ingersoll,0
6314,G10052,2014,893970.001,Iron ore mining,Newfoundland and Labrador,Labrador City,0
6315,G10053,2014,479301.4787,Chemical Fertilizer (except Potash) Manufacturing,Alberta,Carseland,1
6316,G10054,2014,315134.0041,Fossil-Fuel Electric Power Generation,Alberta,Carseland,1
6317,G10055,2014,100376.7533,Chemical Fertilizer (except Potash) Manufacturing,Alberta,Carseland,1
6318,G10057,2014,120663.1161,Wet corn milling,Ontario,London,0
6319,G10058,2014,182377.7105,Fossil-Fuel Electric Power Generation,Alberta,Strathmore,1
6320,G10059,2014,55494.26237,Frozen Food Manufacturing,Prince Edward Island,New Annan,0
6321,G10060,2014,1618692.77,Petroleum Refineries,Saskatchewan,Regina,0
6322,G10061,2014,132312.183,Fossil-fuel electric power generation,Quebec,"Cap-aux-Meules, Îles-de-la-Madeleine",0
6323,G10064,2014,238791.3746,Petrochemical manufacturing,Quebec,Montréal-Est,0
6324,G10065,2014,1831145.929,Non-Conventional Oil Extraction,Alberta,Lac La Biche,1
6325,G10066,2014,558400.0106,Cement Manufacturing,Quebec,Saint-Basile,0
6326,G10067,2014,668164.8291,Cement manufacturing,Quebec,Saint-Constant,0
6327,G10068,2014,305243.9132,Fossil-Fuel Electric Power Generation,Alberta,Medicine Hat,1
6328,G10069,2014,155052.8486,Fossil-fuel electric power generation,Alberta,Edmonton,1
6329,G10070,2014,147920.0911,Bituminous coal mining,British Columbia,Sparwood,0
6330,G10071,2014,434079.3495,Conventional Oil and Gas Extraction,Alberta,Cochrane,1
6331,G10072,2014,108568.2639,Fossil-Fuel Electric Power Generation,Ontario,Cochrane,0
6332,G10073,2014,4433646.337,Non-Conventional Oil Extraction,Alberta,Grande Centre,1
6333,G10074,2014,585084.4,Fossil-fuel electric power generation,New Brunswick,Saint John,0
6334,G10075,2014,136460.0294,Other Basic Organic Chemical Manufacturing,Ontario,Chatham,0
6335,G10076,2014,963782.4305,Iron and Steel Mills and Ferro-Alloy Manufacturing,Quebec,Sorel-Tracy,0
6336,G10077,2014,113264.8653,Non-ferrous metal (except aluminum) smelting and refining,Ontario,Copper Cliff,0
6337,G10078,2014,274921.066,Non-ferrous metal (except aluminum) smelting and refining,Ontario,Copper Cliff,0
6338,G10080,2014,650455.4698,Fossil-Fuel Electric Power Generation,Saskatchewan,Saskatoon,0
6339,G10082,2014,147052.3001,Chemical pulp mills,British Columbia,Crofton,0
6340,G10085,2014,774227.0369,Cement manufacturing,British Columbia,Delta,0
6341,G10086,2014,136197.1506,Natural Gas Distribution,Alberta,Edmonton,1
6342,G10090,2014,164755.1,Paper (except Newsprint) Mills,Quebec,Grand-Mère,0
6343,G10091,2014,5143513.519,Iron and Steel Mills and Ferro-Alloy Manufacturing,Ontario,Hamilton,0
6344,G10093,2014,182640.3546,Paper (except newsprint) mills,Ontario,Espanola,0
6345,G10095,2014,27956.99903,Waste Treatment and Disposal,Alberta,Calgary,1
6346,G10096,2014,126065.4451,Conventional oil and gas extraction,Alberta,Crossfield,1
6347,G10098,2014,1227565.419,Petroleum Refineries,Alberta,Edmonton,1
6348,G10099,2014,54133.72823,Chemical pulp mills,New Brunswick,Edmundston,0
6349,G10100,2014,198243.1845,Conventional Oil and Gas Extraction,Alberta,Edson,1
6350,G10101,2014,199304.6546,Diamond mining,Northwest Territories,Yellowknife,0
6351,G10103,2014,89388.5315,Iron and steel mills and ferro-alloy manufacturing,Quebec,Chicoutimi,0
6352,G10104,2014,230593.6446,Pipeline transportation of natural gas,British Columbia,Cranbrook,0
6353,G10105,2014,410775.488,Bituminous coal mining,British Columbia,Sparwood,0
6354,G10106,2014,269789.4003,Conventional oil and gas extraction,Alberta,Elmworth,1
6355,G10108,2014,332783.099,Conventional oil and gas extraction,Alberta,Cypress County,1
6356,G10109,2014,298413.6211,Natural gas distribution,Ontario,North York,0
6357,G10111,2014,164757.3287,Lime manufacturing,Alberta,Exshaw,1
